Flat K,MRS,BC_Code,RZD_Code,LZA,Lens_Code,Lens_Code_Lazer,BC,RZD
41,-1.75,87,500,32,87-500-32,8750G,8.7,0.5
41,-1.5,87,500,32,87-500-32,8750G,8.7,0.5
41,-1.25,86,500,32,86-500-32,8650G,8.6,0.5
41,-1,86,500,32,86-500-32,8650G,8.6,0.5
41,-0.75,85,500,32,85-500-32,8550G,8.5,0.5
41,-0.5,85,500,32,85-500-32,8550G,8.5,0.5
41,-0.25,84,500,32,84-500-32,8450G,8.4,0.5
41.125,-6.5,97,550,32,97-550-32,9755G,9.7,0.55
41.125,-6.25,96,550,32,96-550-32,9655G,9.6,0.55
41.125,-6,96,550,32,96-550-32,9655G,9.6,0.55
41.125,-5.75,95,550,32,95-550-32,9555G,9.5,0.55
41.125,-5.5,95,550,32,95-550-32,9555G,9.5,0.55
41.125,-5.25,94,550,32,94-550-32,9455G,9.4,0.55
41.125,-5,94,525,32,94-525-32,9453G,9.4,0.525
41.125,-4.75,93,525,32,93-525-32,9353G,9.3,0.525
41.125,-4.5,93,525,32,93-525-32,9353G,9.3,0.525
41.125,-4.25,92,525,32,92-525-32,9253G,9.2,0.525
41.125,-4,92,525,32,92-525-32,9253G,9.2,0.525
41.125,-3.75,91,525,32,91-525-32,9153G,9.1,0.525
41.125,-3.5,91,525,32,91-525-32,9153G,9.1,0.525
41.125,-3.25,90,525,32,90-525-32,9053G,9,0.525
41.125,-3,90,525,32,90-525-32,9053G,9,0.525
41.125,-2.75,89,525,32,89-525-32,8953G,8.9,0.525
41.125,-2.5,89,525,32,89-525-32,8953G,8.9,0.525
41.125,-2.25,88,525,32,88-525-32,8853G,8.8,0.525
41.125,-2,88,525,32,88-525-32,8853G,8.8,0.525
41.125,-1.75,87,500,32,87-500-32,8750G,8.7,0.5
41.125,-1.5,87,500,32,87-500-32,8750G,8.7,0.5
41.125,-1.25,86,500,32,86-500-32,8650G,8.6,0.5
41.125,-1,86,500,32,86-500-32,8650G,8.6,0.5
41.125,-0.75,85,500,32,85-500-32,8550G,8.5,0.5
41.125,-0.5,85,500,32,85-500-32,8550G,8.5,0.5
41.125,-0.25,84,500,32,84-500-32,8450G,8.4,0.5
41.25,-6.5,96,550,32,96-550-32,9655G,9.6,0.55
41.25,-6.25,96,550,32,96-550-32,9655G,9.6,0.55
41.25,-6,95,550,32,95-550-32,9555G,9.5,0.55
41.25,-5.75,95,550,32,95-550-32,9555G,9.5,0.55
41.25,-5.5,94,550,32,94-550-32,9455G,9.4,0.55
41.25,-5.25,94,550,32,94-550-32,9455G,9.4,0.55
41.25,-5,93,525,32,93-525-32,9353G,9.3,0.525
41.25,-4.75,93,525,32,93-525-32,9353G,9.3,0.525
41.25,-4.5,92,525,32,92-525-32,9253G,9.2,0.525
41.25,-4.25,92,525,32,92-525-32,9253G,9.2,0.525
41.25,-4,91,525,32,91-525-32,9153G,9.1,0.525
41.25,-3.75,91,525,32,91-525-32,9153G,9.1,0.525
41.25,-3.5,90,525,32,90-525-32,9053G,9,0.525
41.25,-3.25,90,525,32,90-525-32,9053G,9,0.525
41.25,-3,89,525,32,89-525-32,8953G,8.9,0.525
41.25,-2.75,89,525,32,89-525-32,8953G,8.9,0.525
41.25,-2.5,88,525,32,88-525-32,8853G,8.8,0.525
41.25,-2.25,88,525,32,88-525-32,8853G,8.8,0.525
41.25,-2,87,525,32,87-525-32,8753G,8.7,0.525
41.25,-1.75,87,525,32,87-525-32,8753G,8.7,0.525
41.25,-1.5,86,500,32,86-500-32,8650G,8.6,0.5
41.25,-1.25,86,500,32,86-500-32,8650G,8.6,0.5
41.25,-1,85,500,32,85-500-32,8550G,8.5,0.5
41.25,-0.75,85,500,32,85-500-32,8550G,8.5,0.5
41.25,-0.5,84,500,32,84-500-32,8450G,8.4,0.5
41.25,-0.25,84,500,32,84-500-32,8450G,8.4,0.5
41.375,-6.5,96,550,32,96-550-32,9655G,9.6,0.55
41.375,-6.25,96,550,32,96-550-32,9655G,9.6,0.55
41.375,-6,95,550,32,95-550-32,9555G,9.5,0.55
41.375,-5.75,95,550,32,95-550-32,9555G,9.5,0.55
41.375,-5.5,94,550,32,94-550-32,9455G,9.4,0.55
41.375,-5.25,94,550,32,94-550-32,9455G,9.4,0.55
41.375,-5,93,550,32,93-550-32,9355G,9.3,0.55
41.375,-4.75,93,525,32,93-525-32,9353G,9.3,0.525
41.375,-4.5,92,525,32,92-525-32,9253G,9.2,0.525
41.375,-4.25,92,525,32,92-525-32,9253G,9.2,0.525
41.375,-4,91,525,32,91-525-32,9153G,9.1,0.525
41.375,-3.75,91,525,32,91-525-32,9153G,9.1,0.525
41.375,-3.5,90,525,32,90-525-32,9053G,9,0.525
41.375,-3.25,90,525,32,90-525-32,9053G,9,0.525
41.375,-3,89,525,32,89-525-32,8953G,8.9,0.525
41.375,-2.75,89,525,32,89-525-32,8953G,8.9,0.525
41.375,-2.5,88,525,32,88-525-32,8853G,8.8,0.525
41.375,-2.25,88,525,32,88-525-32,8853G,8.8,0.525
41.375,-2,87,525,32,87-525-32,8753G,8.7,0.525
41.375,-1.75,87,525,32,87-525-32,8753G,8.7,0.525
41.375,-1.5,86,500,32,86-500-32,8650G,8.6,0.5
41.375,-1.25,86,500,32,86-500-32,8650G,8.6,0.5
41.375,-1,85,500,32,85-500-32,8550G,8.5,0.5
41.375,-0.75,85,500,32,85-500-32,8550G,8.5,0.5
41.375,-0.5,84,500,32,84-500-32,8450G,8.4,0.5
41.375,-0.25,84,500,32,84-500-32,8450G,8.4,0.5
41.5,-6.5,96,550,32,96-550-32,9655G,9.6,0.55
41.5,-6.25,95,550,32,95-550-32,9555G,9.5,0.55
41.5,-6,95,550,32,95-550-32,9555G,9.5,0.55
41.5,-5.75,94,550,32,94-550-32,9455G,9.4,0.55
41.5,-5.5,94,550,32,94-550-32,9455G,9.4,0.55
41.5,-5.25,93,550,32,93-550-32,9355G,9.3,0.55
41.5,-5,93,550,32,93-550-32,9355G,9.3,0.55
41.5,-4.75,92,525,32,92-525-32,9253G,9.2,0.525
41.5,-4.5,92,525,32,92-525-32,9253G,9.2,0.525
41.5,-4.25,91,525,32,91-525-32,9153G,9.1,0.525
41.5,-4,91,525,32,91-525-32,9153G,9.1,0.525
41.5,-3.75,90,525,32,90-525-32,9053G,9,0.525
41.5,-3.5,90,525,32,90-525-32,9053G,9,0.525
41.5,-3.25,89,525,32,89-525-32,8953G,8.9,0.525
41.5,-3,89,525,32,89-525-32,8953G,8.9,0.525
41.5,-2.75,88,525,32,88-525-32,8853G,8.8,0.525
41.5,-2.5,88,525,32,88-525-32,8853G,8.8,0.525
41.5,-2.25,87,525,32,87-525-32,8753G,8.7,0.525
41.5,-2,87,525,32,87-525-32,8753G,8.7,0.525
41.5,-1.75,86,525,32,86-525-32,8653G,8.6,0.525
41.5,-1.5,86,525,32,86-525-32,8653G,8.6,0.525
41.5,-1.25,85,500,32,85-500-32,8550G,8.5,0.5
41.5,-1,85,500,32,85-500-32,8550G,8.5,0.5
41.5,-0.75,84,500,32,84-500-32,8450G,8.4,0.5
41.5,-0.5,84,500,32,84-500-32,8450G,8.4,0.5
41.5,-0.25,83,500,32,83-500-32,8350G,8.3,0.5
41.625,-6.5,96,550,32,96-550-32,9655G,9.6,0.55
41.625,-6.25,95,550,32,95-550-32,9555G,9.5,0.55
41.625,-6,95,550,32,95-550-32,9555G,9.5,0.55
41.625,-5.75,94,550,32,94-550-32,9455G,9.4,0.55
41.625,-5.5,94,550,32,94-550-32,9455G,9.4,0.55
41.625,-5.25,93,550,32,93-550-32,9355G,9.3,0.55
41.625,-5,93,550,32,93-550-32,9355G,9.3,0.55
41.625,-4.75,92,550,32,92-550-32,9255G,9.2,0.55
41.625,-4.5,92,525,32,92-525-32,9253G,9.2,0.525
41.625,-4.25,91,525,32,91-525-32,9153G,9.1,0.525
41.625,-4,91,525,32,91-525-32,9153G,9.1,0.525
41.625,-3.75,90,525,32,90-525-32,9053G,9,0.525
41.625,-3.5,90,525,32,90-525-32,9053G,9,0.525
41.625,-3.25,89,525,32,89-525-32,8953G,8.9,0.525
41.625,-3,89,525,32,89-525-32,8953G,8.9,0.525
41.625,-2.75,88,525,32,88-525-32,8853G,8.8,0.525
41.625,-2.5,88,525,32,88-525-32,8853G,8.8,0.525
41.625,-2.25,87,525,32,87-525-32,8753G,8.7,0.525
41.625,-2,87,525,32,87-525-32,8753G,8.7,0.525
41.625,-1.75,86,525,32,86-525-32,8653G,8.6,0.525
41.625,-1.5,86,525,32,86-525-32,8653G,8.6,0.525
41.625,-1.25,85,500,32,85-500-32,8550G,8.5,0.5
41.625,-1,85,500,32,85-500-32,8550G,8.5,0.5
41.625,-0.75,84,500,32,84-500-32,8450G,8.4,0.5
41.625,-0.5,84,500,32,84-500-32,8450G,8.4,0.5
41.625,-0.25,83,500,32,83-500-32,8350G,8.3,0.5
41.75,-6.5,95,550,32,95-550-32,9555G,9.5,0.55
41.75,-6.25,95,550,32,95-550-32,9555G,9.5,0.55
41.75,-6,94,550,32,94-550-32,9455G,9.4,0.55
41.75,-5.75,94,550,32,94-550-32,9455G,9.4,0.55
41.75,-5.5,93,550,32,93-550-32,9355G,9.3,0.55
41.75,-5.25,93,550,32,93-550-32,9355G,9.3,0.55
41.75,-5,92,550,32,92-550-32,9255G,9.2,0.55
41.75,-4.75,92,550,32,92-550-32,9255G,9.2,0.55
41.75,-4.5,91,525,32,91-525-32,9153G,9.1,0.525
41.75,-4.25,91,525,32,91-525-32,9153G,9.1,0.525
41.75,-4,90,525,32,90-525-32,9053G,9,0.525
41.75,-3.75,90,525,32,90-525-32,9053G,9,0.525
41.75,-3.5,89,525,32,89-525-32,8953G,8.9,0.525
41.75,-3.25,89,525,32,89-525-32,8953G,8.9,0.525
41.75,-3,88,525,32,88-525-32,8853G,8.8,0.525
41.75,-2.75,88,525,32,88-525-32,8853G,8.8,0.525
41.75,-2.5,87,525,32,87-525-32,8753G,8.7,0.525
41.75,-2.25,87,525,32,87-525-32,8753G,8.7,0.525
41.75,-2,86,525,32,86-525-32,8653G,8.6,0.525
41.75,-1.75,86,525,32,86-525-32,8653G,8.6,0.525
41.75,-1.5,85,525,32,85-525-32,8553G,8.5,0.525
41.75,-1.25,85,525,32,85-525-32,8553G,8.5,0.525
41.75,-1,84,500,32,84-500-32,8450G,8.4,0.5
41.75,-0.75,84,500,32,84-500-32,8450G,8.4,0.5
41.75,-0.5,83,500,32,83-500-32,8350G,8.3,0.5
41.75,-0.25,83,500,32,83-500-32,8350G,8.3,0.5
41.875,-6.5,95,550,32,95-550-32,9555G,9.5,0.55
41.875,-6.25,95,550,32,95-550-32,9555G,9.5,0.55
41.875,-6,94,550,32,94-550-32,9455G,9.4,0.55
41.875,-5.75,94,550,32,94-550-32,9455G,9.4,0.55
41.875,-5.5,93,550,32,93-550-32,9355G,9.3,0.55
41.875,-5.25,93,550,32,93-550-32,9355G,9.3,0.55
41.875,-5,92,550,32,92-550-32,9255G,9.2,0.55
41.875,-4.75,92,550,32,92-550-32,9255G,9.2,0.55
41.875,-4.5,91,550,32,91-550-32,9155G,9.1,0.55
41.875,-4.25,91,525,32,91-525-32,9153G,9.1,0.525
41.875,-4,90,525,32,90-525-32,9053G,9,0.525
41.875,-3.75,90,525,32,90-525-32,9053G,9,0.525
41.875,-3.5,89,525,32,89-525-32,8953G,8.9,0.525
41.875,-3.25,89,525,32,89-525-32,8953G,8.9,0.525
41.875,-3,88,525,32,88-525-32,8853G,8.8,0.525
41.875,-2.75,88,525,32,88-525-32,8853G,8.8,0.525
41.875,-2.5,87,525,32,87-525-32,8753G,8.7,0.525
41.875,-2.25,87,525,32,87-525-32,8753G,8.7,0.525
41.875,-2,86,525,32,86-525-32,8653G,8.6,0.525
41.875,-1.75,86,525,32,86-525-32,8653G,8.6,0.525
41.875,-1.5,85,525,32,85-525-32,8553G,8.5,0.525
41.875,-1.25,85,525,32,85-525-32,8553G,8.5,0.525
41.875,-1,84,500,32,84-500-32,8450G,8.4,0.5
41.875,-0.75,84,500,32,84-500-32,8450G,8.4,0.5
41.875,-0.5,83,500,32,83-500-32,8350G,8.3,0.5
41.875,-0.25,83,500,32,83-500-32,8350G,8.3,0.5
42,-6.5,95,550,32,95-550-32,9555G,9.5,0.55
42,-6.25,94,550,32,94-550-32,9455G,9.4,0.55
42,-6,94,550,32,94-550-32,9455G,9.4,0.55
42,-5.75,93,550,32,93-550-32,9355G,9.3,0.55
42,-5.5,93,550,32,93-550-32,9355G,9.3,0.55
42,-5.25,92,550,32,92-550-32,9255G,9.2,0.55
42,-5,92,550,32,92-550-32,9255G,9.2,0.55
42,-4.75,91,550,32,91-550-32,9155G,9.1,0.55
42,-4.5,91,550,32,91-550-32,9155G,9.1,0.55
42,-4.25,90,525,32,90-525-32,9053G,9,0.525
42,-4,90,525,32,90-525-32,9053G,9,0.525
42,-3.75,89,525,32,89-525-32,8953G,8.9,0.525
42,-3.5,89,525,32,89-525-32,8953G,8.9,0.525
42,-3.25,88,525,32,88-525-32,8853G,8.8,0.525
42,-3,88,525,32,88-525-32,8853G,8.8,0.525
42,-2.75,87,525,32,87-525-32,8753G,8.7,0.525
42,-2.5,87,525,32,87-525-32,8753G,8.7,0.525
42,-2.25,86,525,32,86-525-32,8653G,8.6,0.525
42,-2,86,525,32,86-525-32,8653G,8.6,0.525
42,-1.75,85,525,32,85-525-32,8553G,8.5,0.525
42,-1.5,85,525,32,85-525-32,8553G,8.5,0.525
42,-1.25,84,525,32,84-525-32,8453G,8.4,0.525
42,-1,84,525,32,84-525-32,8453G,8.4,0.525
42,-0.75,83,500,32,83-500-32,8350G,8.3,0.5
42,-0.5,83,500,32,83-500-32,8350G,8.3,0.5
42,-0.25,82,500,32,82-500-32,8250G,8.2,0.5
42.125,-6.5,95,550,33,95-550-33,9555I,9.5,0.55
42.125,-6.25,94,550,33,94-550-33,9455I,9.4,0.55
42.125,-6,94,550,33,94-550-33,9455I,9.4,0.55
42.125,-5.75,93,550,33,93-550-33,9355I,9.3,0.55
42.125,-5.5,93,550,33,93-550-33,9355I,9.3,0.55
42.125,-5.25,92,550,33,92-550-33,9255I,9.2,0.55
42.125,-5,92,550,33,92-550-33,9255I,9.2,0.55
42.125,-4.75,91,550,33,91-550-33,9155I,9.1,0.55
42.125,-4.5,91,550,33,91-550-33,9155I,9.1,0.55
42.125,-4.25,90,550,33,90-550-33,9055I,9,0.55
42.125,-4,90,525,33,90-525-33,9053I,9,0.525
42.125,-3.75,89,525,33,89-525-33,8953I,8.9,0.525
42.125,-3.5,89,525,33,89-525-33,8953I,8.9,0.525
42.125,-3.25,88,525,33,88-525-33,8853I,8.8,0.525
42.125,-3,88,525,33,88-525-33,8853I,8.8,0.525
42.125,-2.75,87,525,33,87-525-33,8753I,8.7,0.525
42.125,-2.5,87,525,33,87-525-33,8753I,8.7,0.525
42.125,-2.25,86,525,33,86-525-33,8653I,8.6,0.525
42.125,-2,86,525,33,86-525-33,8653I,8.6,0.525
42.125,-1.75,85,525,33,85-525-33,8553I,8.5,0.525
42.125,-1.5,85,525,33,85-525-33,8553I,8.5,0.525
42.125,-1.25,84,525,33,84-525-33,8453I,8.4,0.525
42.125,-1,84,525,33,84-525-33,8453I,8.4,0.525
42.125,-0.75,83,500,33,83-500-33,8350I,8.3,0.5
42.125,-0.5,83,500,33,83-500-33,8350I,8.3,0.5
42.125,-0.25,82,500,33,82-500-33,8250I,8.2,0.5
42.25,-6.5,94,550,33,94-550-33,9455I,9.4,0.55
42.25,-6.25,94,550,33,94-550-33,9455I,9.4,0.55
42.25,-6,93,550,33,93-550-33,9355I,9.3,0.55
42.25,-5.75,93,550,33,93-550-33,9355I,9.3,0.55
42.25,-5.5,92,550,33,92-550-33,9255I,9.2,0.55
42.25,-5.25,92,550,33,92-550-33,9255I,9.2,0.55
42.25,-5,91,550,33,91-550-33,9155I,9.1,0.55
42.25,-4.75,91,550,33,91-550-33,9155I,9.1,0.55
42.25,-4.5,90,550,33,90-550-33,9055I,9,0.55
42.25,-4.25,90,550,33,90-550-33,9055I,9,0.55
42.25,-4,89,525,33,89-525-33,8953I,8.9,0.525
42.25,-3.75,89,525,33,89-525-33,8953I,8.9,0.525
42.25,-3.5,88,525,33,88-525-33,8853I,8.8,0.525
42.25,-3.25,88,525,33,88-525-33,8853I,8.8,0.525
42.25,-3,87,525,33,87-525-33,8753I,8.7,0.525
42.25,-2.75,87,525,33,87-525-33,8753I,8.7,0.525
42.25,-2.5,86,525,33,86-525-33,8653I,8.6,0.525
42.25,-2.25,86,525,33,86-525-33,8653I,8.6,0.525
42.25,-2,85,525,33,85-525-33,8553I,8.5,0.525
42.25,-1.75,85,525,33,85-525-33,8553I,8.5,0.525
42.25,-1.5,84,525,33,84-525-33,8453I,8.4,0.525
42.25,-1.25,84,525,33,84-525-33,8453I,8.4,0.525
42.25,-1,83,525,33,83-525-33,8353I,8.3,0.525
42.25,-0.75,83,525,33,83-525-33,8353I,8.3,0.525
42.25,-0.5,82,500,33,82-500-33,8250I,8.2,0.5
42.25,-0.25,82,500,33,82-500-33,8250I,8.2,0.5
42.375,-6.5,94,550,33,94-550-33,9455I,9.4,0.55
42.375,-6.25,94,550,33,94-550-33,9455I,9.4,0.55
42.375,-6,93,550,33,93-550-33,9355I,9.3,0.55
42.375,-5.75,93,550,33,93-550-33,9355I,9.3,0.55
42.375,-5.5,92,550,33,92-550-33,9255I,9.2,0.55
42.375,-5.25,92,550,33,92-550-33,9255I,9.2,0.55
42.375,-5,91,550,33,91-550-33,9155I,9.1,0.55
42.375,-4.75,91,550,33,91-550-33,9155I,9.1,0.55
42.375,-4.5,90,550,33,90-550-33,9055I,9,0.55
42.375,-4.25,90,550,33,90-550-33,9055I,9,0.55
42.375,-4,89,550,33,89-550-33,8955I,8.9,0.55
42.375,-3.75,89,525,33,89-525-33,8953I,8.9,0.525
42.375,-3.5,88,525,33,88-525-33,8853I,8.8,0.525
42.375,-3.25,88,525,33,88-525-33,8853I,8.8,0.525
42.375,-3,87,525,33,87-525-33,8753I,8.7,0.525
42.375,-2.75,87,525,33,87-525-33,8753I,8.7,0.525
42.375,-2.5,86,525,33,86-525-33,8653I,8.6,0.525
42.375,-2.25,86,525,33,86-525-33,8653I,8.6,0.525
42.375,-2,85,525,33,85-525-33,8553I,8.5,0.525
42.375,-1.75,85,525,33,85-525-33,8553I,8.5,0.525
42.375,-1.5,84,525,33,84-525-33,8453I,8.4,0.525
42.375,-1.25,84,525,33,84-525-33,8453I,8.4,0.525
42.375,-1,83,525,33,83-525-33,8353I,8.3,0.525
42.375,-0.75,83,525,33,83-525-33,8353I,8.3,0.525
42.375,-0.5,82,500,33,82-500-33,8250I,8.2,0.5
42.375,-0.25,82,500,33,82-500-33,8250I,8.2,0.5
42.5,-6.5,94,550,33,94-550-33,9455I,9.4,0.55
42.5,-6.25,93,550,33,93-550-33,9355I,9.3,0.55
42.5,-6,93,550,33,93-550-33,9355I,9.3,0.55
42.5,-5.75,92,550,33,92-550-33,9255I,9.2,0.55
42.5,-5.5,92,550,33,92-550-33,9255I,9.2,0.55
42.5,-5.25,91,550,33,91-550-33,9155I,9.1,0.55
42.5,-5,91,550,33,91-550-33,9155I,9.1,0.55
42.5,-4.75,90,550,33,90-550-33,9055I,9,0.55
42.5,-4.5,90,550,33,90-550-33,9055I,9,0.55
42.5,-4.25,89,550,33,89-550-33,8955I,8.9,0.55
42.5,-4,89,550,33,89-550-33,8955I,8.9,0.55
42.5,-3.75,88,525,33,88-525-33,8853I,8.8,0.525
42.5,-3.5,88,525,33,88-525-33,8853I,8.8,0.525
42.5,-3.25,87,525,33,87-525-33,8753I,8.7,0.525
42.5,-3,87,525,33,87-525-33,8753I,8.7,0.525
42.5,-2.75,86,525,33,86-525-33,8653I,8.6,0.525
42.5,-2.5,86,525,33,86-525-33,8653I,8.6,0.525
42.5,-2.25,85,525,33,85-525-33,8553I,8.5,0.525
42.5,-2,85,525,33,85-525-33,8553I,8.5,0.525
42.5,-1.75,84,525,33,84-525-33,8453I,8.4,0.525
42.5,-1.5,84,525,33,84-525-33,8453I,8.4,0.525
42.5,-1.25,83,525,33,83-525-33,8353I,8.3,0.525
42.5,-1,83,525,33,83-525-33,8353I,8.3,0.525
42.5,-0.75,82,525,33,82-525-33,8253I,8.2,0.525
42.5,-0.5,82,525,33,82-525-33,8253I,8.2,0.525
42.5,-0.25,81,500,33,81-500-33,8150I,8.1,0.5
42.625,-6.5,94,550,33,94-550-33,9455I,9.4,0.55
42.625,-6.25,93,550,33,93-550-33,9355I,9.3,0.55
42.625,-6,93,550,33,93-550-33,9355I,9.3,0.55
42.625,-5.75,92,550,33,92-550-33,9255I,9.2,0.55
42.625,-5.5,92,550,33,92-550-33,9255I,9.2,0.55
42.625,-5.25,91,550,33,91-550-33,9155I,9.1,0.55
42.625,-5,91,550,33,91-550-33,9155I,9.1,0.55
42.625,-4.75,90,550,33,90-550-33,9055I,9,0.55
42.625,-4.5,90,550,33,90-550-33,9055I,9,0.55
42.625,-4.25,89,550,33,89-550-33,8955I,8.9,0.55
42.625,-4,89,550,33,89-550-33,8955I,8.9,0.55
42.625,-3.75,88,550,33,88-550-33,8855I,8.8,0.55
42.625,-3.5,88,525,33,88-525-33,8853I,8.8,0.525
42.625,-3.25,87,525,33,87-525-33,8753I,8.7,0.525
42.625,-3,87,525,33,87-525-33,8753I,8.7,0.525
42.625,-2.75,86,525,33,86-525-33,8653I,8.6,0.525
42.625,-2.5,86,525,33,86-525-33,8653I,8.6,0.525
42.625,-2.25,85,525,33,85-525-33,8553I,8.5,0.525
42.625,-2,85,525,33,85-525-33,8553I,8.5,0.525
42.625,-1.75,84,525,33,84-525-33,8453I,8.4,0.525
42.625,-1.5,84,525,33,84-525-33,8453I,8.4,0.525
42.625,-1.25,83,525,33,83-525-33,8353I,8.3,0.525
42.625,-1,83,525,33,83-525-33,8353I,8.3,0.525
42.625,-0.75,82,525,33,82-525-33,8253I,8.2,0.525
42.625,-0.5,82,525,33,82-525-33,8253I,8.2,0.525
42.625,-0.25,81,500,33,81-500-33,8150I,8.1,0.5
42.75,-6.5,93,550,33,93-550-33,9355I,9.3,0.55
42.75,-6.25,93,550,33,93-550-33,9355I,9.3,0.55
42.75,-6,92,550,33,92-550-33,9255I,9.2,0.55
42.75,-5.75,92,550,33,92-550-33,9255I,9.2,0.55
42.75,-5.5,91,550,33,91-550-33,9155I,9.1,0.55
42.75,-5.25,91,550,33,91-550-33,9155I,9.1,0.55
42.75,-5,90,550,33,90-550-33,9055I,9,0.55
42.75,-4.75,90,550,33,90-550-33,9055I,9,0.55
42.75,-4.5,89,550,33,89-550-33,8955I,8.9,0.55
42.75,-4.25,89,550,33,89-550-33,8955I,8.9,0.55
42.75,-4,88,550,33,88-550-33,8855I,8.8,0.55
42.75,-3.75,88,550,33,88-550-33,8855I,8.8,0.55
42.75,-3.5,87,525,33,87-525-33,8753I,8.7,0.525
42.75,-3.25,87,525,33,87-525-33,8753I,8.7,0.525
42.75,-3,86,525,33,86-525-33,8653I,8.6,0.525
42.75,-2.75,86,525,33,86-525-33,8653I,8.6,0.525
42.75,-2.5,85,525,33,85-525-33,8553I,8.5,0.525
42.75,-2.25,85,525,33,85-525-33,8553I,8.5,0.525
42.75,-2,84,525,33,84-525-33,8453I,8.4,0.525
42.75,-1.75,84,525,33,84-525-33,8453I,8.4,0.525
42.75,-1.5,83,525,33,83-525-33,8353I,8.3,0.525
42.75,-1.25,83,525,33,83-525-33,8353I,8.3,0.525
42.75,-1,82,525,33,82-525-33,8253I,8.2,0.525
42.75,-0.75,82,525,33,82-525-33,8253I,8.2,0.525
42.75,-0.5,81,525,33,81-525-33,8153I,8.1,0.525
42.75,-0.25,81,525,33,81-525-33,8153I,8.1,0.525
42.875,-6.5,93,550,33,93-550-33,9355I,9.3,0.55
42.875,-6.25,93,550,33,93-550-33,9355I,9.3,0.55
42.875,-6,92,550,33,92-550-33,9255I,9.2,0.55
42.875,-5.75,92,550,33,92-550-33,9255I,9.2,0.55
42.875,-5.5,91,550,33,91-550-33,9155I,9.1,0.55
42.875,-5.25,91,550,33,91-550-33,9155I,9.1,0.55
42.875,-5,90,550,33,90-550-33,9055I,9,0.55
42.875,-4.75,90,550,33,90-550-33,9055I,9,0.55
42.875,-4.5,89,550,33,89-550-33,8955I,8.9,0.55
42.875,-4.25,89,550,33,89-550-33,8955I,8.9,0.55
42.875,-4,88,550,33,88-550-33,8855I,8.8,0.55
42.875,-3.75,88,550,33,88-550-33,8855I,8.8,0.55
42.875,-3.5,87,550,33,87-550-33,8755I,8.7,0.55
42.875,-3.25,87,525,33,87-525-33,8753I,8.7,0.525
42.875,-3,86,525,33,86-525-33,8653I,8.6,0.525
42.875,-2.75,86,525,33,86-525-33,8653I,8.6,0.525
42.875,-2.5,85,525,33,85-525-33,8553I,8.5,0.525
42.875,-2.25,85,525,33,85-525-33,8553I,8.5,0.525
42.875,-2,84,525,33,84-525-33,8453I,8.4,0.525
42.875,-1.75,84,525,33,84-525-33,8453I,8.4,0.525
42.875,-1.5,83,525,33,83-525-33,8353I,8.3,0.525
42.875,-1.25,83,525,33,83-525-33,8353I,8.3,0.525
42.875,-1,82,525,33,82-525-33,8253I,8.2,0.525
42.875,-0.75,82,525,33,82-525-33,8253I,8.2,0.525
42.875,-0.5,81,525,33,81-525-33,8153I,8.1,0.525
42.875,-0.25,80,525,33,80-525-33,8053I,8,0.525
43,-6.5,93,550,33,93-550-33,9355I,9.3,0.55
43,-6.25,92,550,33,92-550-33,9255I,9.2,0.55
43,-6,92,550,33,92-550-33,9255I,9.2,0.55
43,-5.75,91,550,33,91-550-33,9155I,9.1,0.55
43,-5.5,91,550,33,91-550-33,9155I,9.1,0.55
43,-5.25,90,550,33,90-550-33,9055I,9,0.55
43,-5,90,550,33,90-550-33,9055I,9,0.55
43,-4.75,89,550,33,89-550-33,8955I,8.9,0.55
43,-4.5,89,550,33,89-550-33,8955I,8.9,0.55
43,-4.25,88,550,33,88-550-33,8855I,8.8,0.55
43,-4,88,550,33,88-550-33,8855I,8.8,0.55
43,-3.75,87,550,33,87-550-33,8755I,8.7,0.55
43,-3.5,87,550,33,87-550-33,8755I,8.7,0.55
43,-3.25,86,525,33,86-525-33,8653I,8.6,0.525
43,-3,86,525,33,86-525-33,8653I,8.6,0.525
43,-2.75,85,525,33,85-525-33,8553I,8.5,0.525
43,-2.5,85,525,33,85-525-33,8553I,8.5,0.525
43,-2.25,84,525,33,84-525-33,8453I,8.4,0.525
43,-2,84,525,33,84-525-33,8453I,8.4,0.525
43,-1.75,83,525,33,83-525-33,8353I,8.3,0.525
43,-1.5,83,525,33,83-525-33,8353I,8.3,0.525
43,-1.25,82,525,33,82-525-33,8253I,8.2,0.525
43,-1,82,525,33,82-525-33,8253I,8.2,0.525
43,-0.75,81,525,33,81-525-33,8153I,8.1,0.525
43,-0.5,81,525,33,81-525-33,8153I,8.1,0.525
43,-0.25,80,525,33,80-525-33,8053I,8,0.525
43.125,-6.5,93,550,33,93-550-33,9355I,9.3,0.55
43.125,-6.25,92,550,33,92-550-33,9255I,9.2,0.55
43.125,-6,92,550,33,92-550-33,9255I,9.2,0.55
43.125,-5.75,91,550,33,91-550-33,9155I,9.1,0.55
43.125,-5.5,91,550,33,91-550-33,9155I,9.1,0.55
43.125,-5.25,90,550,33,90-550-33,9055I,9,0.55
43.125,-5,90,550,33,90-550-33,9055I,9,0.55
43.125,-4.75,89,550,33,89-550-33,8955I,8.9,0.55
43.125,-4.5,89,550,33,89-550-33,8955I,8.9,0.55
43.125,-4.25,88,550,33,88-550-33,8855I,8.8,0.55
43.125,-4,88,550,33,88-550-33,8855I,8.8,0.55
